source,title,speaking
SALI AZMONVE,Sali Azmonve,Sali Azmonve
SALI BAJRA,Sali Bajra,Sali Bajra
SALI BAJRAKTARI,Sali Bajraktari,Sali Bajraktari
SALI BAJRUSHI,Sali Bajrushi,Sali Bajrushi
SALI BALIU,Sali Baliu,Sali Baliu
SALI BRUQI,Sali Bruqi,Sali Bruqi
SALI BUKOLLA,Sali Bukolla,Sali Bukolla
SALI BUTKA,Sali Butka,Sali Butka
SALI BYTYÇI,Sali Bytyçi,Sali Bytyci
SALI E KAMER ZEQIRI,Sali e Kamer Zeqiri,Sali e Kamer Zeqiri
SALI GJYRISHECI,Sali Gjyrisheci,Sali Gjyrisheci
SALI H SADIKU,Sali H Sadiku,Sali H Sadiku
SALI HADERGJONAJ,Sali Hadergjonaj,Sali Hadergjonaj
SALI HALILAJ,Sali Halilaj,Sali Halilaj
SALI HOXHA,Sali Hoxha,Sali Hoxha
SALI JASHARI,Sali Jashari,Sali Jashari
SALI KERMENI,Sali Kermeni,Sali Kermeni
SALI MANI,Sali Mani,Sali Mani
SALI MATOSHI,Sali Matoshi,Sali Matoshi
SALI MEHMETI,Sali Mehmeti,Sali Mehmeti
SALI MEROVCI,Sali Merovci,Sali Merovci
SALI META,Sali Meta,Sali Meta
SALI MORINA,Sali Morina,Sali Morina
SALI MUZAQI,Sali Muzaqi,Sali Muzaqi
SALI NIVICA,Sali Nivica,Sali Nivica
SALI NUHIA,Sali Nuhia,Sali Nuhia
SALI PAPA,Sali Papa,Sali Papa
SALI QEKU,Sali Qeku,Sali Qeku
SALI QERIMI,Sali Qerimi,Sali Qerimi
SALI RAMA,Sali Rama,Sali Rama
SALI RAMADANI,Sali Ramadani,Sali Ramadani
SALI REXHA,Sali Rexha,Sali Rexha
SALI SADIKU,Sali Sadiku,Sali Sadiku
SALI SALIHU,Sali Salihu,Sali Salihu
SALI SARAMATI,Sali Saramati,Sali Saramati
SALI SEJDIU,Sali Sejdiu,Sali Sejdiu
SALI SELMANI,Sali Selmani,Sali Selmani
SALI SHABANI,Sali Shabani,Sali Shabani
SALI SOKOLI,Sali Sokoli,Sali Sokoli
SALI TAHIRI,Sali Tahiri,Sali Tahiri
SALI THAQI,Sali Thaqi,Sali Thaqi
SALI TOPALLI,Sali Topalli,Sali Topalli
SALI VLASHI,Sali Vlashi,Sali Vlashi
SALI XHOXHAJ,Sali Xhoxhaj,Sali Xhoxhaj
SALI ZEKA,Sali Zeka,Sali Zeka
SALI ZENUN VOKSHI,Sali Zenun Vokshi,Sali Zenun Vokshi
SALI ZENUNI,Sali Zenuni,Sali Zenuni
SALI ZHURI,Sali Zhuri,Sali Zhuri
SALI ÇEKU,Sali Çeku,Sali Ceku
SALI ÇUKA,Sali Çuka,Sali Cuka
SALIH ABAZI,Salih Abazi,Salih Abazi
SALIH ALIU,Salih Aliu,Salih Aliu
SALIH AZIZI,Salih Azizi,Salih Azizi
SALIH BERISHA,Salih Berisha,Salih Berisha
SALIH BUÇA,Salih Buça,Salih Buca
SALIH DURAKU,Salih Duraku,Salih Duraku
SALIH DUSHI,Salih Dushi,Salih Dushi
SALIH FERIZAJ,Salih Ferizaj,Salih Ferizaj
SALIH FIKRET,Salih Fikret,Salih Fikret
SALIH GASHI,Salih Gashi,Salih Gashi
SALIH GAVAZI,Salih Gavazi,Salih Gavazi
SALIH HALITI,Salih Haliti,Salih Haliti
SALIH HARADINAJ,Salih Haradinaj,Salih Haradinaj
SALIH HASAN SALIHU,Salih Hasan Salihu,Salih Hasan Salihu
SALIH HASANI,Salih Hasani,Salih Hasani
SALIH HASANOVCI,Salih Hasanovci,Salih Hasanovci
SALIH HOXHA,Salih Hoxha,Salih Hoxha
SALIH KRASNIQI,Salih Krasniqi,Salih Krasniqi
SALIH LUSHI,Salih Lushi,Salih Lushi
SALIH MAXHERA,Salih Maxhera,Salih Maxhera
SALIH MEHANI,Salih Mehani,Salih Mehani
SALIH MZIU,Salih Mziu,Salih Mziu
SALIH NUHIU,Salih Nuhiu,Salih Nuhiu
SALIH PUÇOLLI,Salih Puçolli,Salih Pucolli
SALIH QERIMI,Salih Qerimi,Salih Qerimi
SALIH RAMA,Salih Rama,Salih Rama
SALIH RAMË SALIHU,Salih Ramë Salihu,Salih Rame Salihu
SALIH SALIHU,Salih Salihu,Salih Salihu
SALIH SELMANI,Salih Selmani,Salih Selmani
SALIH SHABANI,Salih Shabani,Salih Shabani
SALIH TURUQICA,Salih Turuqica,Salih Turuqica
SALIH XHUKA,Salih Xhuka,Salih Xhuka
SALIH ÇEKU,Salih Çeku,Salih Ceku
SALIH ÇITAKU,Salih Çitaku,Salih Citaku
SALLA LUZHA,Salla Luzha,Salla Luzha
SALLAH BAJRAKTARI,Sallah Bajraktari,Sallah Bajraktari
SALLAH GASHI,Sallah Gashi,Sallah Gashi
SALLAH ZEQIRI,Sallah Zeqiri,Sallah Zeqiri
SALLAH ZHJEQI,Sallah Zhjeqi,Sallah Zhjeqi
SALLAHAJT,Sallahajt,Sallahajt
SALLTEKU,Sallteku,Sallteku
SAMEDIN EMINI,Samedin Emini,Samedin Emini
SAMEDIN KRASNIQI,Samedin Krasniqi,Samedin Krasniqi
SAMET BUGOJEVCI,Samet Bugojevci,Samet Bugojevci
SAMI BAJRAJ,Sami Bajraj,Sami Bajraj
SAMI BEQIRI,Sami Beqiri,Sami Beqiri
SAMI BOGIQI,Sami Bogiqi,Sami Bogiqi
SAMI FRASHËRI,Sami Frashëri,Sami Frasheri
SAMI GASHI,Sami Gashi,Sami Gashi
SAMI GECI,Sami Geci,Sami Geci
SAMI KAJTAZI,Sami Kajtazi,Sami Kajtazi
SAMI LAHU,Sami Lahu,Sami Lahu
SAMI PLAKOLLI,Sami Plakolli,Sami Plakolli
SAMI POJANI,Sami Pojani,Sami Pojani
SAMI RAMA,Sami Rama,Sami Rama
SAMI SALIHU,Sami Salihu,Sami Salihu
SAMI UKSHINI,Sami Ukshini,Sami Ukshini
SAMIDIN EMINI,Samidin Emini,Samidin Emini
SAMINI,Samini,Samini
SAMIR NURKASA,Samir Nurkasa,Samir Nurkasa
SANCAK,Sancak,Sancak
SANDËR PROSI,Sandër Prosi,Sander Prosi
SANIJE BUNJAKU,Sanije Bunjaku,Sanije Bunjaku
SANIJE REXHEPI,Sanije Rexhepi,Sanije Rexhepi
SANIJE SHALA,Sanije Shala,Sanije Shala
SANXHAKU,Sanxhaku,Sanxhaku
SANXHAKU I NISHIT,Sanxhaku I Nishit,Sanxhaku I Nishit
SANËZA,Sanëza,Saneza
SAQIP HOXHA,Saqip Hoxha,Saqip Hoxha
SAQIP KORRANI,Saqip Korrani,Saqip Korrani
SAQIP MËRTEZI,Saqip Mërtezi,Saqip Mertezi
SARAFINA ZDRAVKOVIČA,Sarafina Zdravkoviča,Sarafina Zdravkovica
SARAJ,Saraj,Saraj
SARAJET,Sarajet,Sarajet
SARAJEVA,Sarajeva,Sarajeva
SARAJEVSKA,Sarajevska,Sarajevska
SARAJEVSKI MOST,Sarajevski Most,Sarajevski Most
SARAJI,Saraji,Saraji
SARAJIT,Sarajit,Sarajit
SARANDA,Saranda,Saranda
SARAÇËT,Saraçët,Saracet
SARKOFAGU,Sarkofagu,Sarkofagu
SAROSH,Sarosh,Sarosh
SATURNI,Saturni,Saturni
SAVIĆ ĐURĐA,Savić Đurđa,Savic Durda
SAVSKA,Savska,Savska
SAZANI,Sazani,Sazani
SAZONOVA,Sazonova,Sazonova
SAŠA JANKOVIĆ,Saša Janković,Sasa Jankovic
SAŠA KOSTIĆ,Saša Kostić,Sasa Kostic
SAŠA STOJANOVIČ,Saša Stojanovič,Sasa Stojanovic
SAŠE ĐORĐEVIĆA,Saše Đorđevića,Sase Dordevica
SEDAMNAESTI MART,Sedamnaesti Mart,Sedamnaesti Mart
SEDAT BERISHA,Sedat Berisha,Sedat Berisha
SEDAT XHAFOLLI,Sedat Xhafolli,Sedat Xhafolli
SEDOLLËT,Sedollët,Sedollet
SEF KOSHARJA,Sef Kosharja,Sef Kosharja
SEFA,Sefa,Sefa
SEFEDIN AHMETI,Sefedin Ahmeti,Sefedin Ahmeti
SEFEDIN FETIU,Sefedin Fetiu,Sefedin Fetiu
SEFEDIN FIRZA,Sefedin Firza,Sefedin Firza
SEFEDIN HOTI,Sefedin Hoti,Sefedin Hoti
SEFEDIN LUMI,Sefedin Lumi,Sefedin Lumi
SEFEDIN LUSHTAKU,Sefedin Lushtaku,Sefedin Lushtaku
SEFEDIN MAXHUNI,Sefedin Maxhuni,Sefedin Maxhuni
SEFEDIN MORINA,Sefedin Morina,Sefedin Morina
SEFEDIN SELIMI,Sefedin Selimi,Sefedin Selimi
SEFEDIN SHALA,Sefedin Shala,Sefedin Shala
SEFEDIN VITIA,Sefedin Vitia,Sefedin Vitia
SEFEDIN XËRXA,Sefedin Xërxa,Sefedin Xerxa
SEFER BEÇUKU,Sefer Beçuku,Sefer Becuku
SEFER BUJUPI,Sefer Bujupi,Sefer Bujupi
SEFER DUBOVCI,Sefer Dubovci,Sefer Dubovci
SEFER E ADEM BEKTESHI,Sefer e Adem Bekteshi,Sefer e Adem Bekteshi
SEFER HASANAJ,Sefer Hasanaj,Sefer Hasanaj
SEFER IBISHI,Sefer Ibishi,Sefer Ibishi
SEFER KOSUMI,Sefer Kosumi,Sefer Kosumi
SEFER MEHANA,Sefer Mehana,Sefer Mehana
SEFER MIKUSHNICA,Sefer Mikushnica,Sefer Mikushnica
SEFER QORRI,Sefer Qorri,Sefer Qorri
SEFER SEFERI,Sefer Seferi,Sefer Seferi
SEFERIN MARKU,Seferin Marku,Seferin Marku
SEFEROVE ĆEŠME,Seferove Ćešme,Seferove Cesme
SEFIDIN GASHI,Sefidin Gashi,Sefidin Gashi
SEFË  KOSHARJA,Sefë  Kosharja,Sefe  Kosharja
SEFË BAJRAKTARI,Sefë Bajraktari,Sefe Bajraktari
SEFË ISAKU E ADEM SEFA,Sefë Isaku e Adem Sefa,Sefe Isaku e Adem Sefa
SEFË KOSHARJA,Sefë Kosharja,Sefe Kosharja
SEFË REQICA,Sefë Reqica,Sefe Reqica
SEFË SADIKU,Sefë Sadiku,Sefe Sadiku
SEFË SEJDIU,Sefë Sejdiu,Sefe Sejdiu
SEJBIT JUSUFI,Sejbit Jusufi,Sejbit Jusufi
SEJDAKËT,Sejdakët,Sejdaket
SEJDI AVDYLI,Sejdi Avdyli,Sejdi Avdyli
SEJDI BEKA,Sejdi Beka,Sejdi Beka
SEJDI BEQIRI,Sejdi Beqiri,Sejdi Beqiri
SEJDI BERISHA,Sejdi Berisha,Sejdi Berisha
SEJDI BULLAKU,Sejdi Bullaku,Sejdi Bullaku
SEJDI CIKAQI,Sejdi Cikaqi,Sejdi Cikaqi
SEJDI DEVA,Sejdi Deva,Sejdi Deva
SEJDI E RAMADAN MANOVI,Sejdi e Ramadan Manovi,Sejdi e Ramadan Manovi
SEJDI ELSHANI,Sejdi Elshani,Sejdi Elshani
SEJDI FEJZA,Sejdi Fejza,Sejdi Fejza
SEJDI HALILAJ,Sejdi Halilaj,Sejdi Halilaj
SEJDI HALITI,Sejdi Haliti,Sejdi Haliti
SEJDI HAZIRI,Sejdi Haziri,Sejdi Haziri
SEJDI IDRIZI,Sejdi Idrizi,Sejdi Idrizi
SEJDI KRYEZIU,Sejdi Kryeziu,Sejdi Kryeziu
SEJDI MEHMETI,Sejdi Mehmeti,Sejdi Mehmeti
SEJDI MIFTARI,Sejdi Miftari,Sejdi Miftari
SEJDI MUQAKU,Sejdi Muqaku,Sejdi Muqaku
SEJDI NISHORI,Sejdi Nishori,Sejdi Nishori
SEJDI OBRANÇA,Sejdi Obrança,Sejdi Obranca
SEJDI PLLANA,Sejdi Pllana,Sejdi Pllana
SEJDI POTERA,Sejdi Potera,Sejdi Potera
SEJDI RAMA,Sejdi Rama,Sejdi Rama
SEJDI RAMADANI,Sejdi Ramadani,Sejdi Ramadani
SEJDI RAMOSHI,Sejdi Ramoshi,Sejdi Ramoshi
SEJDI REKA,Sejdi Reka,Sejdi Reka
SEJDI SAHITI,Sejdi Sahiti,Sejdi Sahiti
SEJDI SAKU,Sejdi Saku,Sejdi Saku
SEJDI SEJDIU,Sejdi Sejdiu,Sejdi Sejdiu
SEJDI SOJEVA,Sejdi Sojeva,Sejdi Sojeva
SEJDI VELIU,Sejdi Veliu,Sejdi Veliu
SEJDI ZENUNI,Sejdi Zenuni,Sejdi Zenuni
SEJDIU,Sejdiu,Sejdiu
SEJFULLA MALËSHOVA,Sejfulla Malëshova,Sejfulla Maleshova
SEKINE MAXHUNI,Sekine Maxhuni,Sekine Maxhuni
SEKIRAÇA,Sekiraça,Sekiraca
SEKULSKA,Sekulska,Sekulska
SELACI,Selaci,Selaci
SELADIN SEJDIU,Seladin Sejdiu,Seladin Sejdiu
SELAIM SYLAJ,Selaim Sylaj,Selaim Sylaj
SELAJDIN BERISHA,Selajdin Berisha,Selajdin Berisha
SELAJDIN KUME,Selajdin Kume,Selajdin Kume
SELAJDIN MULLABAZI,Selajdin Mullabazi,Selajdin Mullabazi
SELAJDIN THAÇI,Selajdin Thaçi,Selajdin Thaci
SELAM MUSAI,Selam Musai,Selam Musai
SELAMI DOBRA,Selami Dobra,Selami Dobra
SELAMI E MEHMET ISMAJLI,Selami e Mehmet Ismajli,Selami e Mehmet Ismajli
SELAMI PULAHA,Selami Pulaha,Selami Pulaha
SELANIKU,Selaniku,Selaniku
SELATIN GËRXHALIU,Selatin Gërxhaliu,Selatin Gerxhaliu
SELATIN MORINA,Selatin Morina,Selatin Morina
SELAUDIN SHKOZA,Selaudin Shkoza,Selaudin Shkoza
SELIM ASLLANI,Selim Asllani,Selim Asllani
SELIM AVDIU,Selim Avdiu,Selim Avdiu
SELIM BAJRAMAJ,Selim Bajramaj,Selim Bajramaj
SELIM BEGU,Selim Begu,Selim Begu
SELIM BERISHA,Selim Berisha,Selim Berisha
SELIM BISLIMI,Selim Bislimi,Selim Bislimi
SELIM BLAKÇORI,Selim Blakçori,Selim Blakcori
SELIM BRAHIMI,Selim Brahimi,Selim Brahimi
SELIM BUJARI,Selim Bujari,Selim Bujari
SELIM BËRBATOVCI,Selim Bërbatovci,Selim Berbatovci
SELIM CANAJ,Selim Canaj,Selim Canaj
SELIM E FEKË KUKAJ,Selim e Fekë Kukaj,Selim e Feke Kukaj
SELIM ELSHANI,Selim Elshani,Selim Elshani
SELIM FERATI,Selim Ferati,Selim Ferati
SELIM FONDAJ,Selim Fondaj,Selim Fondaj
SELIM GASHI,Selim Gashi,Selim Gashi
SELIM GENGA,Selim Genga,Selim Genga
SELIM GJOCAJ,Selim Gjocaj,Selim Gjocaj
SELIM GRAJÇEVCI,Selim Grajçevci,Selim Grajcevci
SELIM HAXHA,Selim Haxha,Selim Haxha
SELIM HYSENI,Selim Hyseni,Selim Hyseni
SELIM ISMAILI,Selim Ismaili,Selim Ismaili
SELIM ISUFAJ,Selim Isufaj,Selim Isufaj
SELIM KABASHI,Selim Kabashi,Selim Kabashi
SELIM KALLUDRA,Selim Kalludra,Selim Kalludra
SELIM KAMBERI,Selim Kamberi,Selim Kamberi
SELIM KAMERAJ,Selim Kameraj,Selim Kameraj
SELIM KRAJA,Selim Kraja,Selim Kraja
SELIM LATIFI,Selim Latifi,Selim Latifi
SELIM LUMA,Selim Luma,Selim Luma
SELIM LUSHAKU,Selim Lushaku,Selim Lushaku
SELIM MALA,Selim Mala,Selim Mala
SELIM MALOKU,Selim Maloku,Selim Maloku
SELIM MAQASTENA,Selim Maqastena,Selim Maqastena
SELIM MAXHUNI,Selim Maxhuni,Selim Maxhuni
SELIM MIFTARI,Selim Miftari,Selim Miftari
SELIM MUHAXHERI,Selim Muhaxheri,Selim Muhaxheri
SELIM MULA,Selim Mula,Selim Mula
SELIM MËRNICA,Selim Mërnica,Selim Mernica
SELIM OBRANÇA,Selim Obrança,Selim Obranca
SELIM PAJAZITAJ,Selim Pajazitaj,Selim Pajazitaj
SELIM PAJAZITI,Selim Pajaziti,Selim Pajaziti
SELIM PLLANA,Selim Pllana,Selim Pllana
SELIM RASHKAJ,Selim Rashkaj,Selim Rashkaj
SELIM REKALIU,Selim Rekaliu,Selim Rekaliu
SELIM RESTELICA,Selim Restelica,Selim Restelica
SELIM REXHA,Selim Rexha,Selim Rexha
SELIM SALIHU,Selim Salihu,Selim Salihu
SELIM SEJDIU,Selim Sejdiu,Selim Sejdiu
SELIM SELIMI,Selim Selimi,Selim Selimi
SELIM SHABANI,Selim Shabani,Selim Shabani
SELIM SHEHU,Selim Shehu,Selim Shehu
SELIM SPAHIU,Selim Spahiu,Selim Spahiu
SELIM TAHIRI,Selim Tahiri,Selim Tahiri
SELIM VESELAJ,Selim Veselaj,Selim Veselaj
SELIM VISHESELLA,Selim Vishesella,Selim Vishesella
SELIM VRIÇECI,Selim Vriçeci,Selim Vriceci
SELIM XHAFA,Selim Xhafa,Selim Xhafa
SELIM ZEJNULLAHU,Selim Zejnullahu,Selim Zejnullahu
SELIM ZENELI,Selim Zeneli,Selim Zeneli
SELIM ZENUNI,Selim Zenuni,Selim Zenuni
SELIMAJT,Selimajt,Selimajt
SELIMI,Selimi,Selimi
SELJIŠTA,Seljišta,Seljista
SELMAN BERISHA,Selman Berisha,Selman Berisha
SELMAN BOBAJ,Selman Bobaj,Selman Bobaj
SELMAN BRYMA,Selman Bryma,Selman Bryma
SELMAN CAKU,Selman Caku,Selman Caku
SELMAN DEMIQI,Selman Demiqi,Selman Demiqi
SELMAN GASHI,Selman Gashi,Selman Gashi
SELMAN JAHA,Selman Jaha,Selman Jaha
SELMAN KADRIA,Selman Kadria,Selman Kadria
SELMAN KLINAKU,Selman Klinaku,Selman Klinaku
SELMAN KYQYKU,Selman Kyqyku,Selman Kyqyku
SELMAN LAJQI,Selman Lajqi,Selman Lajqi
SELMAN LOKAJ,Selman Lokaj,Selman Lokaj
SELMAN MAHALLA,Selman Mahalla,Selman Mahalla
SELMAN MAKOLLI,Selman Makolli,Selman Makolli
SELMAN MALOKU,Selman Maloku,Selman Maloku
SELMAN MEHMETI,Selman Mehmeti,Selman Mehmeti
SELMAN METAJ,Selman Metaj,Selman Metaj
SELMAN MIFTARI,Selman Miftari,Selman Miftari
SELMAN OSMANKAJ,Selman Osmankaj,Selman Osmankaj
SELMAN REVUQI,Selman Revuqi,Selman Revuqi
SELMAN RIZA,Selman Riza,Selman Riza
SELMAN RIZA,Selman Riza,Selman Riza
SELMAN SALIHI,Selman Salihi,Selman Salihi
SELMAN SELMANAJ,Selman Selmanaj,Selman Selmanaj
SELMAN SELMANI,Selman Selmani,Selman Selmani
SELMAN SHAQIRI,Selman Shaqiri,Selman Shaqiri
SELMAN SHATRI,Selman Shatri,Selman Shatri
SELMAN TAHIR MORINA,Selman Tahir Morina,Selman Tahir Morina
SELMAN TAHIRI,Selman Tahiri,Selman Tahiri
SELMAN TAHIRSYLAJ,Selman Tahirsylaj,Selman Tahirsylaj
SELMAN TEMAJ,Selman Temaj,Selman Temaj
SELMAN UKA,Selman Uka,Selman Uka
SELMAN VOJVODA,Selman Vojvoda,Selman Vojvoda
SELMAN ZABËRGJA,Selman Zabërgja,Selman Zabergja
SELMAN ZHUJA,Selman Zhuja,Selman Zhuja
SELMANAJ,Selmanaj,Selmanaj
SELMON DUKAJ,Selmon Dukaj,Selmon Dukaj
SELMON KADRIA,Selmon Kadria,Selmon Kadria
SELMON KEÇMEZI,Selmon Keçmezi,Selmon Kecmezi
SELMON KOSTANICA,Selmon Kostanica,Selmon Kostanica
SELMON LOKAJ,Selmon Lokaj,Selmon Lokaj
SELMON SHABANI,Selmon Shabani,Selmon Shabani
SELMON TRENA,Selmon Trena,Selmon Trena
SELVER KRYEZIU,Selver Kryeziu,Selver Kryeziu
SELVER MAÇKAJ,Selver Maçkaj,Selver Mackaj
SELVETE KUKA,Selvete Kuka,Selvete Kuka
SELVIJE GJINAJ,Selvije Gjinaj,Selvije Gjinaj
SEOSKI,Seoski,Seoski
SERBENIKU,Serbeniku,Serbeniku
SERDANIT,Serdanit,Serdanit
SERDAR JANKA,Serdar Janka,Serdar Janka
SERĐAN STOJANOVIČ,Serđan Stojanovič,Serdan Stojanovic
SEVDI DHE SELAMI MUSLIU,Sevdi Dhe Selami Musliu,Sevdi Dhe Selami Musliu
SEVDIJE GURI,Sevdije Guri,Sevdije Guri
SEVDIJE SELANI,Sevdije Selani,Sevdije Selani
SEZAIR SEZAIRI,Sezair Sezairi,Sezair Sezairi
SEZAIR SURROI,Sezair Surroi,Sezair Surroi
SFARÇA,Sfarça,Sfarca
SFETOZAR MARKOVIQI,Sfetozar Markoviqi,Sfetozar Markoviqi
SFIRCA,Sfirca,Sfirca
SHABAN  REXHAJ,Shaban  Rexhaj,Shaban  Rexhaj
SHABAN  SHALA,Shaban  Shala,Shaban  Shala
SHABAN ADEM ADEMI,Shaban Adem Ademi,Shaban Adem Ademi
SHABAN AGUSHI,Shaban Agushi,Shaban Agushi
SHABAN AJETI,Shaban Ajeti,Shaban Ajeti
SHABAN ARIFI,Shaban Arifi,Shaban Arifi
SHABAN ASLLANI,Shaban Asllani,Shaban Asllani
SHABAN AVDIU,Shaban Avdiu,Shaban Avdiu
SHABAN AZEMI,Shaban Azemi,Shaban Azemi
SHABAN AZLLANI,Shaban Azllani,Shaban Azllani
SHABAN AZMANI,Shaban Azmani,Shaban Azmani
SHABAN B MUHAXHERI,Shaban B Muhaxheri,Shaban B Muhaxheri
SHABAN BAHTIRI,Shaban Bahtiri,Shaban Bahtiri
SHABAN BAJRAMI,Shaban Bajrami,Shaban Bajrami
SHABAN BARJA,Shaban Barja,Shaban Barja
SHABAN BEJTA,Shaban Bejta,Shaban Bejta
SHABAN BEKA,Shaban Beka,Shaban Beka
SHABAN BELLOPOJA,Shaban Bellopoja,Shaban Bellopoja
SHABAN BIBA,Shaban Biba,Shaban Biba
SHABAN BINAKU,Shaban Binaku,Shaban Binaku
SHABAN BUCINCA,Shaban Bucinca,Shaban Bucinca
SHABAN BUNJAKU,Shaban Bunjaku,Shaban Bunjaku
SHABAN CENA,Shaban Cena,Shaban Cena
SHABAN DEMA,Shaban Dema,Shaban Dema
SHABAN DEMNIKA,Shaban Demnika,Shaban Demnika
SHABAN DERGUTI,Shaban Derguti,Shaban Derguti
SHABAN DRAGAJ,Shaban Dragaj,Shaban Dragaj
SHABAN DRAGUSHA,Shaban Dragusha,Shaban Dragusha
SHABAN DURGUTI,Shaban Durguti,Shaban Durguti
SHABAN DËRGUTI,Shaban Dërguti,Shaban Derguti
SHABAN E XHEVAT MUSA,Shaban e Xhevat Musa,Shaban e Xhevat Musa
SHABAN ELEZI,Shaban Elezi,Shaban Elezi
SHABAN ELSHANI,Shaban Elshani,Shaban Elshani
SHABAN ESATI,Shaban Esati,Shaban Esati
SHABAN FAZLIU,Shaban Fazliu,Shaban Fazliu
SHABAN FERIZI,Shaban Ferizi,Shaban Ferizi
SHABAN GANIU,Shaban Ganiu,Shaban Ganiu
SHABAN GASHI,Shaban Gashi,Shaban Gashi
SHABAN GAVAZI,Shaban Gavazi,Shaban Gavazi
SHABAN GOLAJ,Shaban Golaj,Shaban Golaj
SHABAN H  MUHAXHERI,Shaban H  Muhaxheri,Shaban H  Muhaxheri
SHABAN HAJDINI,Shaban Hajdini,Shaban Hajdini
SHABAN HAJZERAJ,Shaban Hajzeraj,Shaban Hajzeraj
SHABAN HALITI,Shaban Haliti,Shaban Haliti
SHABAN HARADINAJ,Shaban Haradinaj,Shaban Haradinaj
SHABAN HASANI,Shaban Hasani,Shaban Hasani
SHABAN HOXHA,Shaban Hoxha,Shaban Hoxha
SHABAN I HOXHA,Shaban I Hoxha,Shaban I Hoxha
SHABAN IBALLI,Shaban Iballi,Shaban Iballi
SHABAN IDRIZI,Shaban Idrizi,Shaban Idrizi
SHABAN IGRISHTA,Shaban Igrishta,Shaban Igrishta
SHABAN IMERI,Shaban Imeri,Shaban Imeri
SHABAN ISUFI,Shaban Isufi,Shaban Isufi
SHABAN JASHARI,Shaban Jashari,Shaban Jashari
SHABAN JASHARI,Shaban Jashari,Shaban Jashari
SHABAN KABASHI,Shaban Kabashi,Shaban Kabashi
SHABAN KAPUQI,Shaban Kapuqi,Shaban Kapuqi
SHABAN KOPALLA,Shaban Kopalla,Shaban Kopalla
SHABAN KOTORRI,Shaban Kotorri,Shaban Kotorri
SHABAN KRASNIQI,Shaban Krasniqi,Shaban Krasniqi
SHABAN KRYEZIU,Shaban Kryeziu,Shaban Kryeziu
SHABAN KËRRTOKU,Shaban Kërrtoku,Shaban Kerrtoku
SHABAN LANA,Shaban Lana,Shaban Lana
SHABAN LUSHAJ,Shaban Lushaj,Shaban Lushaj
SHABAN MALIQI,Shaban Maliqi,Shaban Maliqi
SHABAN MANAJ,Shaban Manaj,Shaban Manaj
SHABAN MANGJOLLI,Shaban Mangjolli,Shaban Mangjolli
SHABAN MAZREKAJ,Shaban Mazrekaj,Shaban Mazrekaj
SHABAN MEHMETI,Shaban Mehmeti,Shaban Mehmeti
SHABAN MENXHIQI,Shaban Menxhiqi,Shaban Menxhiqi
SHABAN MEROVCI,Shaban Merovci,Shaban Merovci
SHABAN MEXHUANI,Shaban Mexhuani,Shaban Mexhuani
SHABAN MLINAKU,Shaban Mlinaku,Shaban Mlinaku
SHABAN MORINA,Shaban Morina,Shaban Morina
SHABAN MULOLLI,Shaban Mulolli,Shaban Mulolli
SHABAN MUSA,Shaban Musa,Shaban Musa
SHABAN MUSLIU,Shaban Musliu,Shaban Musliu
SHABAN MUSTAFA,Shaban Mustafa,Shaban Mustafa
SHABAN NUHA,Shaban Nuha,Shaban Nuha
SHABAN NUREDINI,Shaban Nuredini,Shaban Nuredini
SHABAN OSMANI,Shaban Osmani,Shaban Osmani
SHABAN PACOLLI,Shaban Pacolli,Shaban Pacolli
SHABAN PALLUZHA,Shaban Palluzha,Shaban Palluzha
SHABAN POLLUZHA,Shaban Polluzha,Shaban Polluzha
SHABAN POLLUZHA,Shaban Polluzha,Shaban Polluzha
SHABAN POTERÇOI,Shaban Poterçoi,Shaban Potercoi
SHABAN PRUSHI,Shaban Prushi,Shaban Prushi
SHABAN RAFUNA,Shaban Rafuna,Shaban Rafuna
SHABAN RAMA,Shaban Rama,Shaban Rama
SHABAN RAMQAJ,Shaban Ramqaj,Shaban Ramqaj
SHABAN RAÇI,Shaban Raçi,Shaban Raci
SHABAN REKAJ,Shaban Rekaj,Shaban Rekaj
SHABAN REXHA,Shaban Rexha,Shaban Rexha
SHABAN REXHEPI,Shaban Rexhepi,Shaban Rexhepi
SHABAN RIFAJ,Shaban Rifaj,Shaban Rifaj
SHABAN S. MALAJ,Shaban S. Malaj,Shaban S. Malaj
SHABAN SADIKAJ,Shaban Sadikaj,Shaban Sadikaj
SHABAN SADIKU,Shaban Sadiku,Shaban Sadiku
SHABAN SALLOVA,Shaban Sallova,Shaban Sallova
SHABAN SEJDAJ,Shaban Sejdaj,Shaban Sejdaj
SHABAN SEJFIJAJ,Shaban Sejfijaj,Shaban Sejfijaj
SHABAN SFISHTA,Shaban Sfishta,Shaban Sfishta
SHABAN SHABANI,Shaban Shabani,Shaban Shabani
SHABAN SHALA,Shaban Shala,Shaban Shala
SHABAN SHALAKU,Shaban Shalaku,Shaban Shalaku
SHABAN SHEHOLLI,Shaban Sheholli,Shaban Sheholli
SHABAN SHILLOVA,Shaban Shillova,Shaban Shillova
SHABAN SIARINA,Shaban Siarina,Shaban Siarina
SHABAN SINANI,Shaban Sinani,Shaban Sinani
SHABAN SPAHIA,Shaban Spahia,Shaban Spahia
SHABAN SURDULLI,Shaban Surdulli,Shaban Surdulli
SHABAN SYLEJMANI,Shaban Sylejmani,Shaban Sylejmani
