source,title,speaking
KOSTA NOVAKOVIQ,Kosta Novakoviq,Kosta Novakoviq
KOSTADIN KRISTOFORIDHI,Kostadin Kristoforidhi,Kostadin Kristoforidhi
KOSTANICA,Kostanica,Kostanica
KOSTE VUJIĆA,Koste Vujića,Koste Vujica
KOSTURI,Kosturi,Kosturi
KOSUM KOSUMI,Kosum Kosumi,Kosum Kosumi
KOSUMI,Kosumi,Kosumi
KOTLINA,Kotlina,Kotlina
KOTO HOXHI,Koto Hoxhi,Koto Hoxhi
KOVANI,Kovani,Kovani
KOVAQËT,Kovaqët,Kovaqet
KOVAÇI,Kovaçi,Kovaci
KOZARUJE,Kozaruje,Kozaruje
KOZENCA,Kozenca,Kozenca
KOZHANI,Kozhani,Kozhani
KOZHINCA,Kozhinca,Kozhinca
KOZJAKU,Kozjaku,Kozjaku
KOZMAQI,Kozmaqi,Kozmaqi
KOZNIKU,Kozniku,Kozniku
KOŠARA,Košara,Kosara
KOŠARIŠTA,Košarišta,Kosarista
KOŠARĆE,Košarće,Kosarce
KOŠTAN,Koštan,Kostan
KQIKU,Kqiku,Kqiku
KRAJA,Kraja,Kraja
KRAJIČI,Krajiči,Krajici
KRAJNA,Krajna,Krajna
KRAKOSHI,Krakoshi,Krakoshi
KRALJ ALJEKSANDAR KARAĐORĐEVIČ,Kralj Aljeksandar Karađorđevič,Kralj Aljeksandar Karadordevic
KRALJ STEFAN,Kralj Stefan,Kralj Stefan
KRALJA ALEKSANDRA,Kralja Aleksandra,Kralja Aleksandra
KRALJA MILANA,Kralja Milana,Kralja Milana
KRALJA MILUTINA,Kralja Milutina,Kralja Milutina
KRALJA PETRA,Kralja Petra,Kralja Petra
KRALJEVIĆA MARKA,Kraljevića Marka,Kraljevica Marka
KRALJICA NATALIJA,Kraljica Natalija,Kraljica Natalija
KRALJICE MARIJE,Kraljice Marije,Kraljice Marije
KRANIDELLI,Kranidelli,Kranidelli
KRAPI I DRINIT,Krapi I Drinit,Krapi I Drinit
KRASNIQA,Krasniqa,Krasniqa
KRASNIQE,Krasniqe,Krasniqe
KRASNIQE E EPËRME,Krasniqe e Epërme,Krasniqe e Eperme
KRASNIQE E POSHTME,Krasniqe e Poshtme,Krasniqe e Poshtme
KRASNIQI,Krasniqi,Krasniqi
KRASNIQTË,Krasniqtë,Krasniqte
KRASNIQËT,Krasniqët,Krasniqet
KREKCI,Krekci,Krekci
KRENA,Krena,Krena
KRENARIA,Krenaria,Krenaria
KRENARIA E GOLLAKUT,Krenaria e Gollakut,Krenaria e Gollakut
KRESHNIK SOKOLAJ,Kreshnik Sokolaj,Kreshnik Sokolaj
KRESHNIK VISHESELLA,Kreshnik Vishesella,Kreshnik Vishesella
KRESHNIKËT,Kreshnikët,Kreshniket
KRESHNIKËT TANË,Kreshnikët Tanë,Kreshniket Tane
KRESHTAT,Kreshtat,Kreshtat
KREUT,Kreut,Kreut
KREVEQICA,Kreveqica,Kreveqica
KRILEVA,Krileva,Krileva
KRIQEVA,Kriqeva,Kriqeva
KRISIT,Krisit,Krisit
KRIST M PËRVORFI,Krist M Përvorfi,Krist M Pervorfi
KRISTALËT,Kristalët,Kristalet
KRISTAQ CEPA,Kristaq Cepa,Kristaq Cepa
KRISTINA HOSHI,Kristina Hoshi,Kristina Hoshi
KRISTO FLOQI,Kristo Floqi,Kristo Floqi
KRISTO LUARASI,Kristo Luarasi,Kristo Luarasi
KRIVA ČEŠMA,Kriva Češma,Kriva Cesma
KRIVOREČKA,Krivorečka,Krivorecka
KROI,Kroi,Kroi
KROI BARDHË,Kroi Bardhë,Kroi Bardhe
KROI BIBES,Kroi Bibes,Kroi Bibes
KROI EPËRM,Kroi Epërm,Kroi Eperm
KROI HOXHËS,Kroi Hoxhës,Kroi Hoxhes
KROI I  PULËS,Kroi I  Pulës,Kroi I  Pules
KROI I  XHAFËS,Kroi I  Xhafës,Kroi I  Xhafes
KROI I ABAZIT,Kroi I Abazit,Kroi I Abazit
KROI I AZEMIT,Kroi I Azemit,Kroi I Azemit
KROI I BALISË,Kroi I Balisë,Kroi I Balise
KROI I BARDHË,Kroi I Bardhë,Kroi I Bardhe
KROI I DOÇIT,Kroi I Doçit,Kroi I Docit
KROI I FSHATIT,Kroi I Fshatit,Kroi I Fshatit
KROI I GJINËS,Kroi I Gjinës,Kroi I Gjines
KROI I GURIT,Kroi I Gurit,Kroi I Gurit
KROI I GURORIT,Kroi I Gurorit,Kroi I Gurorit
KROI I MADHË,Kroi I Madhë,Kroi I Madhe
KROI I MBRETIT,Kroi I Mbretit,Kroi I Mbretit
KROI I MIRË,Kroi I Mirë,Kroi I Mire
KROI I PLAKAJVE,Kroi I Plakajve,Kroi I Plakajve
KROI I QARRIT,Kroi I Qarrit,Kroi I Qarrit
KROI I SHAVARIT,Kroi I Shavarit,Kroi I Shavarit
KROI I STRUZHËS,Kroi I Struzhës,Kroi I Struzhes
KROI I THANËZËS,Kroi I Thanëzës,Kroi I Thanezes
KROI I THARTË,Kroi I Thartë,Kroi I Tharte
KROI I VASHAVE,Kroi I Vashave,Kroi I Vashave
KROI I VJETËR,Kroi I Vjetër,Kroi I Vjeter
KROI ME GUR,Kroi Me Gur,Kroi Me Gur
KROI OSMONIT,Kroi Osmonit,Kroi Osmonit
KROI PAJTIMIT,Kroi Pajtimit,Kroi Pajtimit
KROI PARKAQIT,Kroi Parkaqit,Kroi Parkaqit
KROI ÇETËS,Kroi Çetës,Kroi Cetes
KROJEVE,Krojeve,Krojeve
KROJI,Kroji,Kroji
KROJMIRI,Krojmiri,Krojmiri
KRONI,Kroni,Kroni
KRONI BONJAKUT,Kroni Bonjakut,Kroni Bonjakut
KRONI HAZIRIT,Kroni Hazirit,Kroni Hazirit
KRONI I BLINIT,Kroni I Blinit,Kroni I Blinit
KRONI I DYNES,Kroni I Dynes,Kroni I Dynes
KRONI I FASHTIT,Kroni I Fashtit,Kroni I Fashtit
KRONI I FSHATIT,Kroni I Fshatit,Kroni I Fshatit
KRONI I FTOHËT,Kroni I Ftohët,Kroni I Ftohet
KRONI I HASANIT,Kroni I Hasanit,Kroni I Hasanit
KRONI I LEÇINËS,Kroni I Leçinës,Kroni I Lecines
KRONI I MINATORVE,Kroni I Minatorve,Kroni I Minatorve
KRONI I NIKËS,Kroni I Nikës,Kroni I Nikes
KRONI I PEMISHTËS,Kroni I Pemishtës,Kroni I Pemishtes
KRONI I PLEPIT,Kroni I Plepit,Kroni I Plepit
KRONI I POLACIT,Kroni I Polacit,Kroni I Polacit
KRONI I SHELQES,Kroni I Shelqes,Kroni I Shelqes
KRONI SHTRUZHIT,Kroni Shtruzhit,Kroni Shtruzhit
KRONI THARBËT,Kroni Tharbët,Kroni Tharbet
KRONIT,Kronit,Kronit
KROSA,Krosa,Krosa
KRRABA,Krraba,Krraba
KRSTA MANITAŠEVIĆ,Krsta Manitašević,Krsta Manitasevic
KRUJA,Kruja,Kruja
KRUJA,Kruja,Kruja
KRUJLICA,Krujlica,Krujlica
KRULICA,Krulica,Krulica
KRUSHQIT,Krushqit,Krushqit
KRUŠE,Kruše,Kruse
KRUŠEJEČKA,Krušeječka,Krusejecka
KRUŠEVAČKA,Kruševačka,Krusevacka
KRYENGRITJA E LUMËS,Kryengritja e Lumës,Kryengritja e Lumes
KRYESTOGU,Kryestogu,Kryestogu
KRYEVENDI,Kryevendi,Kryevendi
KRYEZIU,Kryeziu,Kryeziu
KRYQI,Kryqi,Kryqi
KRYQI I RAKOCIT,Kryqi I Rakocit,Kryqi I Rakocit
KRŠKOTINSKA,Krškotinska,Krskotinska
KSAMILI,Ksamili,Ksamili
KUAĆEVCI,Kuaćevci,Kuacevci
KUFIRI I  LUMËS,Kufiri I  Lumës,Kufiri I  Lumes
KUJAVČA,Kujavča,Kujavca
KUJI I MULLIRIT,Kuji I Mullirit,Kuji I Mullirit
KUJTESA,Kujtesa,Kujtesa
KUJTESA KOMBËTARE,Kujtesa Kombëtare,Kujtesa Kombetare
KUJTHI,Kujthi,Kujthi
KUJTIM AHMETI,Kujtim Ahmeti,Kujtim Ahmeti
KUJTIM BYTYÇI,Kujtim Bytyçi,Kujtim Bytyci
KUJTIM GASHI,Kujtim Gashi,Kujtim Gashi
KUJTIM KRASNIQI,Kujtim Krasniqi,Kujtim Krasniqi
KUJTIM LARO,Kujtim Laro,Kujtim Laro
KUJTIM QALLAKAJ,Kujtim Qallakaj,Kujtim Qallakaj
KUJTIM RREMA,Kujtim Rrema,Kujtim Rrema
KUJTIM SPAHIVOGLI,Kujtim Spahivogli,Kujtim Spahivogli
KUKA,Kuka,Kuka
KUKAJ,Kukaj,Kukaj
KUKALJSKA,Kukaljska,Kukaljska
KUKULIQI,Kukuliqi,Kukuliqi
KUKËSI,Kukësi,Kukesi
KUKËSI 99,Kukësi 99,Kukesi 99
KULINA,Kulina,Kulina
KULLA,Kulla,Kulla
KULLA E AZEM GALICËS,Kulla e Azem Galicës,Kulla e Azem Galices
KULLA E BAJQINOFCËVE,Kulla e Bajqinofcëve,Kulla e Bajqinofceve
KULLA E BURRAVE,Kulla e Burrave,Kulla e Burrave
KULLA E EMINIT,Kulla e Eminit,Kulla e Eminit
KULLA E LUMËS,Kulla e Lumës,Kulla e Lumes
KULLA E MALOKËVE,Kulla e Malokëve,Kulla e Malokeve
KULLA E MURATIT,Kulla e Muratit,Kulla e Muratit
KULLA E PASHËS,Kulla e Pashës,Kulla e Pashes
KULLA HAXHIMUSTAFA,Kulla Haxhimustafa,Kulla Haxhimustafa
KULLAT,Kullat,Kullat
KULLAT BINJAKE,Kullat Binjake,Kullat Binjake
KULLAT E RAMOSAJ,Kullat e Ramosaj,Kullat e Ramosaj
KULLAT SHQIPTARE,Kullat Shqiptare,Kullat Shqiptare
KULLOSA,Kullosa,Kullosa
KULLOSAVE,Kullosave,Kullosave
KUMANOVA,Kumanova,Kumanova
KUMANOVKA,Kumanovka,Kumanovka
KUMQARRIT,Kumqarrit,Kumqarrit
KUNGULLARI,Kungullari,Kungullari
KURBINI,Kurbini,Kurbini
KURDIJA,Kurdija,Kurdija
KURDIU,Kurdiu,Kurdiu
KUREJŠEPI,Kurejšepi,Kurejsepi
KURSHUMLIA,Kurshumlia,Kurshumlia
KURT HASANI,Kurt Hasani,Kurt Hasani
KURTAJ,Kurtaj,Kurtaj
KURTESH  MORINA,Kurtesh  Morina,Kurtesh  Morina
KURTESH BERISHA,Kurtesh Berisha,Kurtesh Berisha
KURTESH HAXHIU,Kurtesh Haxhiu,Kurtesh Haxhiu
KURTESH SADIKU,Kurtesh Sadiku,Kurtesh Sadiku
KURTI,Kurti,Kurti
KURTISH HAJDINI,Kurtish Hajdini,Kurtish Hajdini
KURTISH HAMDIU,Kurtish Hamdiu,Kurtish Hamdiu
KURTISH HASANI,Kurtish Hasani,Kurtish Hasani
KURTOVCI,Kurtovci,Kurtovci
KUSHTETUTA E KAÇANIKUT,Kushtetuta e Kaçanikut,Kushtetuta e Kacanikut
KUSHTRIM HOXHA,Kushtrim Hoxha,Kushtrim Hoxha
KUSHTRIM JASHARI,Kushtrim Jashari,Kushtrim Jashari
KUSHTRIMI,Kushtrimi,Kushtrimi
KUSHTRIMI I LIRISË,Kushtrimi I Lirisë,Kushtrimi I Lirise
KUSHTRIMI I UÇK,Kushtrimi I Uçk,Kushtrimi I Uck
KUSHUMLIU,Kushumliu,Kushumliu
KUTLLOVCI,Kutllovci,Kutllovci
KUVENDI I ARBERIT,Kuvendi I Arberit,Kuvendi I Arberit
KUVENDI I ARBNIT,Kuvendi I Arbnit,Kuvendi I Arbnit
KUVENDI I ARBRIT,Kuvendi I Arbrit,Kuvendi I Arbrit
KUVENDI I ARBËRIT,Kuvendi I Arbërit,Kuvendi I Arberit
KUVENDI I BUJANIT,Kuvendi I Bujanit,Kuvendi I Bujanit
KUVENDI I FERIZAJIT,Kuvendi I Ferizajit,Kuvendi I Ferizajit
KUVENDI I FERIZAJT,Kuvendi I Ferizajt,Kuvendi I Ferizajt
KUVENDI I JUNIKUT,Kuvendi I Junikut,Kuvendi I Junikut
KUVENDI I KAÇANIKUT,Kuvendi I Kaçanikut,Kuvendi I Kacanikut
KUVENDI I KRUSHËS,Kuvendi I Krushës,Kuvendi I Krushes
KUVENDI I KURILLOVËS,Kuvendi I Kurillovës,Kuvendi I Kurilloves
KUVENDI I LEZHES,Kuvendi I Lezhes,Kuvendi I Lezhes
KUVENDI I LEZHËS,Kuvendi I Lezhës,Kuvendi I Lezhes
KUVENDI I LEZHËS,Kuvendi I Lezhës,Kuvendi I Lezhes
KUVENDI I LIDHJES,Kuvendi I Lidhjes,Kuvendi I Lidhjes
KUVENDI I MARINËS,Kuvendi I Marinës,Kuvendi I Marines
KUVENDI I POPOVËS,Kuvendi I Popovës,Kuvendi I Popoves
KUVENDI I QYLAGËS,Kuvendi I Qylagës,Kuvendi I Qylages
KUVENDI I SLLATINËS,Kuvendi I Sllatinës,Kuvendi I Sllatines
KUVENDI I VLORËS,Kuvendi I Vlorës,Kuvendi I Vlores
KUVENDI I ZOJZIT,Kuvendi I Zojzit,Kuvendi I Zojzit
KUVENDI LEZHËS,Kuvendi Lezhës,Kuvendi Lezhes
KUÇI,Kuçi,Kuci
KUÇOVA,Kuçova,Kucova
KUÇVE,Kuçve,Kucve
KUĆUKOVSKI,Kućukovski,Kucukovski
KÇIKU,Kçiku,Kciku
KËNETA,Këneta,Keneta
KËNGA RE,Kënga Re,Kenga Re
KËNGA SHQIPE,Kënga Shqipe,Kenga Shqipe
KËNGA ÇAME,Kënga Çame,Kenga Came
KËRÇOVA,Kërçova,Kercova
KËSHTJELLA,Kështjella,Keshtjella
KËSHTJELLA 26,Kështjella 26,Keshtjella 26
KËSHTJELLA E UÇK,Kështjella e Uçk,Keshtjella e Uck
KËSHTJELLA ROZAFËS,Kështjella Rozafës,Keshtjella Rozafes
KËSULZA,Kësulza,Kesulza
KÜLTÜR,Kültür,Kueltuer
L KA,L Ka,L Ka
LABEATËT,Labeatët,Labeatet
LABERIONI,Laberioni,Laberioni
LABIA,Labia,Labia
LABINOTI,Labinoti,Labinoti
LABSKA,Labska,Labska
LABËRIA,Labëria,Laberia
LAGJJA E MINATORËVE,Lagjja e Minatorëve,Lagjja e Minatoreve
LAGJJA E RE,Lagjja e Re,Lagjja e Re
LAGJËJA E RE,Lagjëja e Re,Lagjeja e Re
LAGJËJA E VJETËR,Lagjëja e Vjetër,Lagjeja e Vjeter
LAH DASHI,Lah Dashi,Lah Dashi
LAH FERIZI,Lah Ferizi,Lah Ferizi
LAH GOLMIVADA,Lah Golmivada,Lah Golmivada
LAH IZMAKU,Lah Izmaku,Lah Izmaku
LAH JAHA,Lah Jaha,Lah Jaha
LAH KEKA,Lah Keka,Lah Keka
LAH LIMANI,Lah Limani,Lah Limani
LAH MIFTARI,Lah Miftari,Lah Miftari
LAH MUQOLLI,Lah Muqolli,Lah Muqolli
LAH NIMANI,Lah Nimani,Lah Nimani
LAH R LUBOVECI,Lah R Luboveci,Lah R Luboveci
LAH SHALLCI,Lah Shallci,Lah Shallci
LAH TAHIRI,Lah Tahiri,Lah Tahiri
LAHU,Lahu,Lahu
LAHUTA E MALSISË,Lahuta e Malsisë,Lahuta e Malsise
LAHUTA E MALËSISË,Lahuta e Malësisë,Lahuta e Malesise
LAHUTARI,Lahutari,Lahutari
LAJ ZYMI,Laj Zymi,Laj Zymi
LAJMËTARI I LIRISË,Lajmëtari I Lirisë,Lajmetari I Lirise
LAJMËTARËT E LIRISË,Lajmëtarët e Lirisë,Lajmetaret e Lirise
LAJTHIA E ELMAZIT,Lajthia e Elmazit,Lajthia e Elmazit
LAJTHIJAT E XAMIT,Lajthijat e Xamit,Lajthijat e Xamit
LAJTHISHTA,Lajthishta,Lajthishta
LAJTHIZA,Lajthiza,Lajthiza
LAKU I PUSAVE,Laku I Pusave,Laku I Pusave
LALE,Lale,Lale
LAM BAJGORA,Lam Bajgora,Lam Bajgora
LAM BREZNICA,Lam Breznica,Lam Breznica
LAM IGRISHTA,Lam Igrishta,Lam Igrishta
LAM KASAMI,Lam Kasami,Lam Kasami
LAMA,Lama,Lama
LAMA E ALIUT,Lama e Aliut,Lama e Aliut
LAMA E ASLLANIT,Lama e Asllanit,Lama e Asllanit
LAMA E DRITHIT,Lama e Drithit,Lama e Drithit
LAMA E FEJZËS,Lama e Fejzës,Lama e Fejzes
LAMA E HASANIT,Lama e Hasanit,Lama e Hasanit
LAMAT,Lamat,Lamat
LAMË HOÇA,Lamë Hoça,Lame Hoca
LAMËS,Lamës,Lames
LAN ALIU,Lan Aliu,Lan Aliu
LAN DOBRA,Lan Dobra,Lan Dobra
LAN REVUQI,Lan Revuqi,Lan Revuqi
LANA,Lana,Lana
LAPIDARI,Lapidari,Lapidari
LAPIDARI I DËSHMORIT,Lapidari I Dëshmorit,Lapidari I Deshmorit
LAPIDARËT,Lapidarët,Lapidaret
LAQËT,Laqët,Laqet
LARËZA,Larëza,Lareza
LASGUSH POGRADECI,Lasgush Pogradeci,Lasgush Pogradeci
LASGUSH PORADECI,Lasgush Poradeci,Lasgush Poradeci
LASHTË,Lashtë,Lashte
LATAJ,Lataj,Lataj
LATIF BEKA,Latif Beka,Latif Beka
LATIF BERISHA,Latif Berisha,Latif Berisha
LATIF BIVOLAKU,Latif Bivolaku,Latif Bivolaku
LATIF FEJZA,Latif Fejza,Latif Fejza
LATIF GALLOPENI,Latif Gallopeni,Latif Gallopeni
LATIF HALILI,Latif Halili,Latif Halili
LATIF HASANI,Latif Hasani,Latif Hasani
LATIF JAKA,Latif Jaka,Latif Jaka
LATIF JASHARI,Latif Jashari,Latif Jashari
LATIF KRASNIQI,Latif Krasniqi,Latif Krasniqi
LATIF LUZHA,Latif Luzha,Latif Luzha
LATIF MAJKOVCI,Latif Majkovci,Latif Majkovci
LATIF MALOKU,Latif Maloku,Latif Maloku
LATIF QAUSHI,Latif Qaushi,Latif Qaushi
LATIF RAMADANI,Latif Ramadani,Latif Ramadani
LATIF SALIHU,Latif Salihu,Latif Salihu
LATIF SEJDIU,Latif Sejdiu,Latif Sejdiu
LATIF SHAQIRI,Latif Shaqiri,Latif Shaqiri
LATIF SHUKAJ,Latif Shukaj,Latif Shukaj
LATIF UGLARI,Latif Uglari,Latif Uglari
LATIF ZYMERI,Latif Zymeri,Latif Zymeri
LATË RYSHA,Latë Rysha,Late Rysha
LATË SHABANI,Latë Shabani,Late Shabani
LAURA SHMANI,Laura Shmani,Laura Shmani
LAVDIA E UÇK,Lavdia e Uçk,Lavdia e Uck
LAVDIM KODRA,Lavdim Kodra,Lavdim Kodra
LAVDIM LIKAJ,Lavdim Likaj,Lavdim Likaj
LAVDIM MORINA,Lavdim Morina,Lavdim Morina
LAVDIM SHAQIRI,Lavdim Shaqiri,Lavdim Shaqiri
LAZA KOSTIĆ,Laza Kostić,Laza Kostic
LAZAR KUJNDŽIĆ,Lazar Kujndžić,Lazar Kujndzic
LAZAREVA,Lazareva,Lazareva
LAZE KOSTIĆA,Laze Kostića,Laze Kostica
LAZER LUMEZI,Lazer Lumezi,Lazer Lumezi
LAZGUSH PORADECI,Lazgush Poradeci,Lazgush Poradeci
LAZIM REXHEPI,Lazim Rexhepi,Lazim Rexhepi
LAZRAJ,Lazraj,Lazraj
LAZËR MJEDA,Lazër Mjeda,Lazer Mjeda
LEC E AVDULLA GRADICA,Lec e Avdulla Gradica,Lec e Avdulla Gradica
LEC GRADICA,Lec Gradica,Lec Gradica
LEDINA,Ledina,Ledina
LEDINA E HALIMIT,Ledina e Halimit,Ledina e Halimit
LEDINA E MUSËS,Ledina e Musës,Ledina e Muses
LEDINAT,Ledinat,Ledinat
LEF NOSI,Lef Nosi,Lef Nosi
LEF VESELI,Lef Veseli,Lef Veseli
LEFTER BICA,Lefter Bica,Lefter Bica
LEGALITETI,Legaliteti,Legaliteti
LEGJENDA,Legjenda,Legjenda
LEGJENDARËT E UÇK,Legjendarët e Uçk,Legjendaret e Uck
LEKA I MADH,Leka I Madh,Leka I Madh
LEKA I MADHË,Leka I Madhë,Leka I Madhe
LEKAJ,Lekaj,Lekaj
LEKË DUKAGJINI,Lekë Dukagjini,Leke Dukagjini
LEKË MATRANGA,Lekë Matranga,Leke Matranga
LEKË MATRËNGA,Lekë Matrënga,Leke Matrenga
LEKË ZAHARIA,Lekë Zaharia,Leke Zaharia
LEKËS,Lekës,Lekes
LELENCI,Lelenci,Lelenci
LENDINA E BEGRACËS,Lendina e Begracës,Lendina e Begraces
LENDINA GJOTA,Lendina Gjota,Lendina Gjota
LEPENCI,Lepenci,Lepenci
LEPINSKA,Lepinska,Lepinska
LEQET,Leqet,Leqet
LESKOVCI,Leskovci,Leskovci
LESKOVICA,Leskovica,Leskovica
LESKOVIKU,Leskoviku,Leskoviku
LETANI,Letani,Letani
LETËT,Letët,Letet
LEURETA SHALA,Leureta Shala,Leureta Shala
LEVUNI,Levuni,Levuni
LEZHA,Lezha,Lezha
LIBINOCI,Libinoci,Libinoci
LIBOHOVA,Libohova,Libohova
LIBONIKU,Liboniku,Liboniku
LIBRAZHDI,Librazhdi,Librazhdi
LIBURNA,Liburna,Liburna
LIBURNIA,Liburnia,Liburnia
LIDHJA E FSHATIT,Lidhja e Fshatit,Lidhja e Fshatit
LIDHJA E LEZHËS,Lidhja e Lezhës,Lidhja e Lezhes
LIDHJA E PEJËS,Lidhja e Pejës,Lidhja e Pejes
LIDHJA E PRIZERENIT,Lidhja e Prizerenit,Lidhja e Prizerenit
LIDHJA E PRIZRENIT,Lidhja e Prizrenit,Lidhja e Prizrenit
LIDHJA E PRIZRENIT,Lidhja e Prizrenit,Lidhja e Prizrenit
LIGATA,Ligata,Ligata
LIKAJ,Likaj,Likaj
LIKENI,Likeni,Likeni
LIKOCI I RI,Likoci I Ri,Likoci I Ri
LIKOVA,Likova,Likova
LIL DALIPI,Lil Dalipi,Lil Dalipi
LILJANA ÇAVOLLI,Liljana Çavolli,Liljana Cavolli
LIMAN ADEMI,Liman Ademi,Liman Ademi
LIMAN AGA,Liman Aga,Liman Aga
LIMAN BAJRAKTARI,Liman Bajraktari,Liman Bajraktari
LIMAN BAJRAMI,Liman Bajrami,Liman Bajrami
LIMAN BRAHIMI,Liman Brahimi,Liman Brahimi
LIMAN DUBRAVA,Liman Dubrava,Liman Dubrava
LIMAN KABA,Liman Kaba,Liman Kaba
LIMAN KABASHI,Liman Kabashi,Liman Kabashi
LIMAN KASTRATI,Liman Kastrati,Liman Kastrati
LIMAN KOCA,Liman Koca,Liman Koca
LIMAN MALIQI,Liman Maliqi,Liman Maliqi
LIMAN MUSTAFA,Liman Mustafa,Liman Mustafa
LIMAN REKAJ,Liman Rekaj,Liman Rekaj
LIMAN REXHEPI,Liman Rexhepi,Liman Rexhepi
LIMAN SHAIPI,Liman Shaipi,Liman Shaipi
LIMAN SHALA,Liman Shala,Liman Shala
LIMAN TEJECI,Liman Tejeci,Liman Tejeci
LIMAN ZHUGOLLI,Liman Zhugolli,Liman Zhugolli
LIMON MORINA,Limon Morina,Limon Morina
LIMON SHAHIQI,Limon Shahiqi,Limon Shahiqi
LINA SHKRELI,Lina Shkreli,Lina Shkreli
LINDITA DRAGUSHA,Lindita Dragusha,Lindita Dragusha
LINDJA,Lindja,Lindja
LINDJA E UÇK,Lindja e Uçk,Lindja e Uck
LIPJANI,Lipjani,Lipjani
LIPLJANSKA,Lipljanska,Lipljanska
LIPOVICA,Lipovica,Lipovica
LIQENET E VËRMICËS,Liqenet e Vërmicës,Liqenet e Vermices
LIQENI,Liqeni,Liqeni
LIQENI I LURËS,Liqeni I Lurës,Liqeni I Lures
LIQENI I PRESPËS,Liqeni I Prespës,Liqeni I Prespes
LIQENI I RADONIQIT,Liqeni I Radoniqit,Liqeni I Radoniqit
LIQENI I SHKODRËS,Liqeni I Shkodrës,Liqeni I Shkodres
LIRIA,Liria,Liria
LIRIDASHËSIT,Liridashësit,Liridashesit
LIRIDON DËRMAKU,Liridon Dërmaku,Liridon Dermaku
LIRIDONA,Liridona,Liridona
LIRIE JASHARI,Lirie Jashari,Lirie Jashari
LIRISË,Lirisë,Lirise
LISAT,Lisat,Lisat
LISAT E PAJTIMIT,Lisat e Pajtimit,Lisat e Pajtimit
LISAT E ZOJZIT,Lisat e Zojzit,Lisat e Zojzit
LISI,Lisi,Lisi
LISI HAXHISË,Lisi Haxhisë,Lisi Haxhise
LISI I EMINIT,Lisi I Eminit,Lisi I Eminit
LISI I KINGJES,Lisi I Kingjes,Lisi I Kingjes
LISI I MADH,Lisi I Madh,Lisi I Madh
LISI I SHEQËS,Lisi I Sheqës,Lisi I Sheqes
LISI PROGONIT,Lisi Progonit,Lisi Progonit
LISI VJETËR,Lisi Vjetër,Lisi Vjeter
LISIĆINA DUPKA,Lisićina Dupka,Lisicina Dupka
LISNAJA,Lisnaja,Lisnaja
LISTOJKOVCI,Listojkovci,Listojkovci
LITHIZA E SYLAJVE,Lithiza e Sylajve,Lithiza e Sylajve
LIVADA,Livada,Livada
LIVADHET,Livadhet,Livadhet
LIVADHET E BANULLËS,Livadhet e Banullës,Livadhet e Banulles
LIVADHET E BUTA,Livadhet e Buta,Livadhet e Buta
LIVADHET E DOBRUSHTIT,Livadhet e Dobrushtit,Livadhet e Dobrushtit
LIVADHET E KANAKUT,Livadhet e Kanakut,Livadhet e Kanakut
LIVADHET E PASHËS,Livadhet e Pashës,Livadhet e Pashes
LIVADHET E PIRANËS,Livadhet e Piranës,Livadhet e Piranes
LIVADHET E THATA,Livadhet e Thata,Livadhet e Thata
LIVADHEVE,Livadheve,Livadheve
LIVADHI,Livadhi,Livadhi
LIVADHI CUCËS,Livadhi Cucës,Livadhi Cuces
LIVADHI I  SHQIPES,Livadhi I  Shqipes,Livadhi I  Shqipes
LIVADHI I BUTË,Livadhi I Butë,Livadhi I Bute
LIVADHI I KASAPIT,Livadhi I Kasapit,Livadhi I Kasapit
LIVADHI I LEKËS,Livadhi I Lekës,Livadhi I Lekes
LIVADHI I PLEPIT,Livadhi I Plepit,Livadhi I Plepit
LIVADHI I VOGËL,Livadhi I Vogël,Livadhi I Vogel
LIVADHI MOLLËS,Livadhi Mollës,Livadhi Molles
LIVADICA,Livadica,Livadica
LIVADSKA,Livadska,Livadska
LIVAGJEVE,Livagjeve,Livagjeve
LIZA VORFI,Liza Vorfi,Liza Vorfi
LJESKOARENSKI,Ljeskoarenski,Ljeskoarenski
LJEŠKA,Lješka,Ljeska
LJILJOVO,Ljiljovo,Ljiljovo
LJIMANOVSKA,Ljimanovska,Ljimanovska
LJOKAN MAALO,Ljokan Maalo,Ljokan Maalo
LJUBINJSKI BAJRAK,Ljubinjski Bajrak,Ljubinjski Bajrak
LJUBIŠA ŽIVKOVIČ,Ljubiša Živkovič,Ljubisa Zivkovic
LJUBJANA,Ljubjana,Ljubjana
LJUBOŠKA,Ljuboška,Ljuboska
LJUTKOSKO,Ljutkosko,Ljutkosko
LJUŠINO,Ljušino,Ljusino
LLABJANI,Llabjani,Llabjani
LLANAKU,Llanaku,Llanaku
LLAPI,Llapi,Llapi
LLAPIT,Llapit,Llapit
LLAZAR SILIQI,Llazar Siliqi,Llazar Siliqi
LLESHDEDAJ,Lleshdedaj,Lleshdedaj
LLOBURA,Llobura,Llobura
LLOBURJA,Lloburja,Lloburja
LLOGORA,Llogora,Llogora
LLUGA,Lluga,Lluga
LLUGA E KOVAÇIT,Lluga e Kovaçit,Lluga e Kovacit
LLUGA E KUKËS,Lluga e Kukës,Lluga e Kukes
LLUGAT E DRINIT,Llugat e Drinit,Llugat e Drinit
LLUGAXHIU,Llugaxhiu,Llugaxhiu
LLUKAFCI I THATË,Llukafci I Thatë,Llukafci I Thate
LOGU,Logu,Logu
